date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Thu Sep 07 2017 13:41:06 GMT-0400 (Eastern Daylight Time), Senior Director,"San Francisco, CA",Current Employee ,Sr. Director of Human Resources,I have been working at The RealReal full-time for more than a year,3,"Opportunity to work for an authentic, growing, start up which is well established and on it's way to becoming a major player in the luxury market.",Cannot think of any cons at all.,Continue to foster a learning work environment where we hire talented people and nurture and develop them for a fulfilling and successful career at The RealReal.,5.0,5.0,5.0,5.0,5.0,5.0
Thu Sep 07 2017 14:04:52 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Follow the People,I have been working at The RealReal full-time,3,"The people at The Realreal are the number one reason I love coming to work. Everyone I work with is helpful, honest and very supportive. Our teammates work together to help one another learn, understand and hit our goals. We get to work with amazing consignors, impacting their lives daily and are building a company that is disrupting the retail industry!",Technology tools for the sales team need updating. Working remotely can be difficult to stay engaged without consistent communication from HQ.,Continue to provide visibility and transparency to the team and their leaders. It's working! Increase communication on a more consistent basis from executive team.,5.0,5.0,5.0,4.0,5.0,5.0
Thu Sep 07 2017 14:10:09 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Fast + Furious!,I have been working at The RealReal full-time for more than 5 years,2,"Fast paced, empowered + creative environment. Dynamic, exciting, challenging and fun all at the same time. Ideas and entrepreneurial spirit rewarded.","Moving so fast, communication among departments and regions is difficult. Work / life balance can be be hard to navigate.","Continue to seek out feedback and listen to employees, the are the heart and soul of the business.",5.0,3.0,5.0,5.0,5.0,5.0
Wed Sep 13 2017 12:47:55 GMT-0400 (Eastern Daylight Time), Returns,"Secaucus, NJ",Current Employee ,Cosigner Returns,I have been working at The RealReal full-time for less than a year,0,"The Company Has Consideration Towards The Company By Preparing Free Lunch,Breakfast And Much More .",I Fell Comfortable Here I Don't Have Any Problems,Keep Doing A Great Job,5.0,5.0,5.0,5.0,5.0,
Mon Sep 11 2017 15:27:42 GMT-0400 (Eastern Daylight Time), Regional Director,"San Francisco, CA",Current Employee ,Fantastic culture and great place to work,I have been working at The RealReal full-time for less than a year,0,"People are all so welcoming and excited to have new team members. Stunning office in SF, very dynamic and fun place to work.",None I can think of,,5.0,5.0,5.0,5.0,5.0,5.0
Wed Aug 30 2017 21:53:59 GMT-0400 (Eastern Daylight Time), Operations,"Brisbane, CA",Current Employee ,"See, Touch, Learn & Thrive",I have been working at The RealReal full-time for less than a year,3,"I believe TRR is moving in the right direction with strong support from the operations directors and new HR team. The company is listening to feedback and investing in the associates that handle all the tangible parts of the business. 

There are strong bonds amongst teams and it's nice to see the mini work-families that form in this environment. 

We're lucky to get hands on exposure to some of fashion's...",The warehouse operations are not an ideal environment for those with Devil Wears Prada aspirations.,"Sponsor team building activities within and across departments and locations with on-site bbq, off-site meetups, etc. Please continue to support cosmetic investments in the common areas. Keep the indoor plants coming.",5.0,4.0,3.0,3.0,4.0,5.0
Sat Sep 30 2017 19:38:33 GMT-0400 (Eastern Daylight Time),,, ,Horrible,I have been working at The RealReal,14,Good friends. The location is OK Pizza Thursdays are nice. The health insureance is good. That's the only pros I can mention.,This is a horrible place to work. They changed out the HR team but they werent the problem. The director and managers run the place and they are the problem. They play favorites all the time and only care about people who dress fashionably. They even go so far to laugh and make fun of us not in their elite group. I talked to the old HR team about the favoritism and how I saw some people treated. I know they tried...,Get all new managers and maybe some new executives who won't play favorites. Bring back the old HR team. They walked around every day and talked to us and cared about us.,1.0,,,,,
Thu Sep 28 2017 19:58:00 GMT-0400 (Eastern Daylight Time),,"Brisbane, CA",Former Employee ,The amount of FAKE reviews on here is alarming. TRR is a horrible company to work for.,I worked at The RealReal full-time for less than a year,16,"Good starting point for someone who wants to move out of retail/customer service industry. Definitely a hands-on learning experience, stay for a little while and move on.

Free bagels on Fridays, catered lunch during overtime week, $48 grubhub credit each month (perks are lacking in comparison to other startups)","The work is tedious which may not be for everyone.

NO company culture, generally a negative work environment. People crying in the bathroom/parking lot is a daily occurrence.

Shuttle service is overcrowded and unreliable.

Managers are not trained how to actually do the job required of the depts they manage, so if you have a question about your work TOO BAD your own manager doesn't even know the answer...","Train your managers how to do the work required of their departments. 

The incentive program should be voluntary, it's unfair and most don't want to participate.

In response to the reply from HR about the fake reviews, I don't doubt that they are written by an actual TRR employee, but they seem inauthentic and in my opinion, like they were written by the same person.",1.0,1.0,1.0,1.0,1.0,1.0
Fri Sep 22 2017 11:49:16 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Still have nightmares!,I worked at The RealReal full-time,11,Working with cool people and unbelievable merch!!,"The lack on communication, the lack of empathy, the lack of proper pay, the pack of time off, the lack of respect, the lack of management competency and most of all the lack of HR and the CEO caring that people are leaving the company at an alarming rate.",,1.0,1.0,1.0,1.0,1.0,
Mon Sep 18 2017 16:30:35 GMT-0400 (Eastern Daylight Time), Customer Service Representative,"Secaucus, NJ",Former Employee ,Waste of time,I worked at The RealReal full-time for more than a year,9,Sometimes they feed you.,"Waste of time . Lots of favoritism, nothing works , management is a joke !",Get it together and value your good employees !,1.0,1.0,1.0,1.0,2.0,1.0
Fri Aug 11 2017 17:26:01 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Cutting Edge & High Growth,I have been working at The RealReal full-time,2,Working at a fast growing start up where any idea is considered and out of the box thinking is encouraged feels more like fun and less like work!,No cons. Everyone's work matters at TheRealReal so if you are not willing to take pride in your work and give your all every day...this is not the place for you!,Continue making changes for the better and thank you for listening!,5.0,4.0,5.0,5.0,5.0,5.0
Sun Aug 06 2017 09:40:29 GMT-0400 (Eastern Daylight Time), Regional Director,,Current Employee ,Excellent Company Culture,I have been working at The RealReal full-time for more than a year,2,"Company culture, work life balance, sustainable business model, motivating environment, interesting work","Working for a start up company means things change quickly and constantly, which I happen to enjoy but it's not for everyone",Keep pushing for interdepartmental collaboration/communication,5.0,5.0,5.0,5.0,4.0,5.0
Tue Aug 01 2017 08:45:54 GMT-0400 (Eastern Daylight Time), Scheduler,"Chicago, IL",Former Employee ,You're disposable at TRR,I worked at The RealReal full-time for more than a year,19,"Beautiful offices in great locations, amazing coworkers, there's usually snacks and plenty of drinks. The events are usually boring but they always get good caterers","No organization, lack of support from management,
HR will tell your manager everything you say IF you even get in touch with them, lazy interview and hiring practices, high turnover rate, work environment can be toxic since bad behavior from favorites goes unchecked, it's not a place to stay with long-term unless you've been there since the beginning, even people who have been on for years are stagnant with no room...",Let the walkout that happened a few months ago teach you a lesson... value the hourly employees. Without them you would have no business,2.0,2.0,1.0,2.0,3.0,1.0
Tue Sep 05 2017 11:29:59 GMT-0400 (Eastern Daylight Time), Lux Receiver,"Union City, NJ",Former Employee ,Receiving,I worked at The RealReal full-time for more than a year,10,The friends you make that's it.,"This is the worst place to work! DO NOT APPLY HERE! HR does nothing, if you have a problem with management they will turn it around on you and you'll get in trouble. HR also goes around telling other people your business !!! All the departments in the warehouse sat through construction which was basically illegal for people to working while it was going on! Things from
The ceiling were falling on desks and...",HIRE ALL NEW MANAGERS! the receiving managers are horrible ! They do not care about the employees only care about making their bonus while the people doing work end the crap end of the stick!!!!!!,1.0,1.0,1.0,1.0,1.0,1.0
Fri Jul 21 2017 10:27:02 GMT-0400 (Eastern Daylight Time),,"San Francisco, CA",Current Employee ,Great,I have been working at The RealReal full-time for less than a year,3,"The company is growing - fast. Everyone is busy, and working hard to better the organization as a whole.

The RealReal plays a part in a few different industries/categories: Fashion/Retail (Luxury Products), eCommerce, and sustainable products (a way to repurpose/recycle products). Each person hired in does not have to fit into all categories simultaneously, which gives everyone a fair shot to prove themselves in...","We move fast - and sometimes that's overwhelming.

We are still in start-up mode - again, we move fast, and what's more: you've got to be able to make efficient decisions on your own. Even with all the people we are bringing in, you're still acting as an independent contributor because of the fact that each role is so specific and often crucial in the consumer experience.

Structure is still being solidified -...",,5.0,4.0,5.0,5.0,4.0,5.0
Tue Aug 01 2017 09:44:55 GMT-0400 (Eastern Daylight Time),,"San Francisco, CA",Former Employee ,Absolute Misery - Do NOT Work Here Unless You Are Truly Desperate,I worked at The RealReal full-time for more than a year,22,"$25 food credit (used to be $50), commiserate with your colleagues about how INSANE management is, build experience and and run!","horrible upper management, micromanaging...essentially a company run by twentysomething women who believe they are at a fashion house when in reality we're selling used womenswear.",get your act together. hire a cfo who knows how to manage his team. this is far and away the worst place i've worked in ten years of experience.,1.0,3.0,1.0,1.0,1.0,1.0
Fri Jun 30 2017 14:37:20 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Department/Team Affects Experience,I worked at The RealReal full-time,2,"Great benefits
Great people
Gain lots of experience & exposure due to smaller size. Possible to move up—if you're patient (and a squeaky wheel)","Work/life balance varies greatly between departments. 
Communication between teams can be lacking",,3.0,3.0,3.0,3.0,4.0,3.0
Tue Jul 25 2017 12:21:54 GMT-0400 (Eastern Daylight Time), Copy Writer,,Former Employee ,The positive reviews are fraudulent. This company has a 2.6 rating for a reason.,I worked at The RealReal full-time for more than a year,17,need a 5 word minimum to move on to cons...,"...Do not apply here it is a cesspool of unqualified so called 'fashion foward' individuals playing dress up. Set your sights for better then this, and look elsewhere this is not the place for you if you really want to get a fashion career started. Even if this just something temporary, don't punish yourself. A day in this place feels like 4 years in high school. 

I would go further but it seems all the other...","As I said before, the HUNDREDS OF NEGATIVE REVIEWS pretty much covered it.",1.0,1.0,1.0,1.0,1.0,1.0
Sat Jun 10 2017 17:09:13 GMT-0400 (Eastern Daylight Time), Photo Retoucher,"San Francisco, CA",Former Employee ,Decent Job for a College Student,I worked at The RealReal full-time,10,"Great Benefits (health insurance, free lunch, etc.)","Felt like working in a factory
Don't encourage speaking up or solving problems that you can fix without management involvement. 
If you work as photographer, retoucher or in the warehouse you will be over worked and underappreciated.",,3.0,3.0,3.0,2.0,3.0,3.0
Wed Jul 05 2017 22:13:13 GMT-0400 (Eastern Daylight Time),,"Secaucus, NJ",Former Employee ,Such a disappointment...,I worked at The RealReal full-time,24,"Everyone alumni of TRR I speak to always has the same thing to say, from the East Coast to the West Coast, ""I had high hopes…""

This is the kind of company that you can only dream to work for. It's owned by a person who has failed and got back up again and who seems to be really excited about her company. It's a tech start up, so you think you're going to love the free lunches and the opportunity to see all kinds...","For somebody who went to school for Fashion or anything in the Arts it really can feel fun and exciting. Unfortunately for a lot of us it turns into a nightmare. The perks get cut, the raises are small or nonexistent, the transportation is unreliable and at times (during snowstorms) nearly deadly. The worst part was witnessing the downright disrespect that managers had towards their employees (in ALL departments)....","""If you create an environment where people feel safe amongst their own, we will naturally have a human response of trust and cooperation. If you create an environment where we actually fear each other, fear the people with whom we work, the natural human reaction to that environment is paranoia, cynicism, mistrust and self interest."" - Simon Sinek

I hope that the CEO really reads these, I know she does personally...",1.0,1.0,1.0,1.0,1.0,1.0
Tue Jun 06 2017 17:40:58 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Warehouse Employee,I worked at The RealReal full-time,2,"Steady work, busy and challenging",They offer a lot of overtime,Hire people that are right for the job,4.0,3.0,4.0,5.0,5.0,4.0
Wed Jun 28 2017 11:07:47 GMT-0400 (Eastern Daylight Time),,"San Francisco, CA",Former Employee ,Not so RealReal,I worked at The RealReal full-time for more than a year,20,There are no pros to working for this company.,"If you want to be worked like a slave with no positive encouragement this is the place for you. I have never felt so put down at a job before. People with educated backgrounds who are taleneted suddenly turn into robots month to month. You don't matter at this company. No one cares about you, not even HR. Management is all catty gossip queens. You constantly see new faces because people are to smart to stay at a...",Harassing your employees behind a chat screen is never the answer.,1.0,1.0,1.0,1.0,2.0,1.0
Wed May 24 2017 07:17:41 GMT-0400 (Eastern Daylight Time),,"San Francisco, CA",Current Employee ,Overall a good place to work,I have been working at The RealReal full-time for less than a year,3,There is lots of room to grow if you are willing to put in the work. The salaries are decent and the benefits are good.,There is LOTS of work. This is definitely not your 9-5 job. The company definitely still feels very start-up(ish) and a lot of processes are very manual and labor intensive.,Be consistent in your message !!!! Create a company that people want to work for. Don't just burn them our month after month and then get surprised that they look for other jobs. Create processes that make employees better.,4.0,3.0,3.0,5.0,4.0,3.0
Thu May 18 2017 15:48:19 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Draining.,I worked at The RealReal full-time,5,"Benefits are nice, free bagels on Friday's, and above minimum wage pay, plus PTO and paid holidays. Consistent hours (except during overtime).","It is very much like a high school environment. Lots of gossiping and pettiness. Pretty hostile, if I do say so myself. Anyone can do it. It feels like a factory, and not the fun Willy wonka kind. Although we do get free treats sometimes, so that's cool. Would not recommend to someone looking for something creative and fulfilling. It's a decent job if you just need the money though, and the experience will look...","It would be so much better if the environment felt less hostile and more inviting. I mean, you're there 90% of the time. It should be enjoyable. It has the capacity to grow and become much better, so maybe if you stick around, Itll be worth it.",3.0,4.0,4.0,4.0,4.0,4.0
Thu May 18 2017 15:40:17 GMT-0400 (Eastern Daylight Time), Photographer,"San Francisco, CA",Current Employee ,"The experience is what you make it, for me its great.",I have been working at The RealReal full-time for less than a year,3,"Competitive benefits. 
-Good health care all around 
-401k matching etc. 
-18 days off per year PTO+sick 

Pay is decent. 

Great people/ fun culture. 
-I work right next to my best friend.
- The photo team in SF is really close. We have fun at and outside of work. Some of my best friends now, are from working here. 

Opportunity to work with luxury brands.
- I have learned so much about high end brands....","Overtime is always uncertain.
-Its hard to plan your life in the last half of the month because overtime is mandatory. 

Quotas can be difficult at times, especially when first starting off. 
 
Some people are Tuesday-Saturday

HR is totally useless 
We used to get a free meal every week which was dope and they changed to a different service that everyone agreed was pretty awful and HR pretty much said too...","You really have to figure out incentives to hit quota goals. Right now working slow results in staying for overtime and then getting paid more. The incentive shouldn't just be having a life outside of work. Bonuses and site credit or even quantifiable raises based off performance are just a few ways this can be done. 

Continue to fight for your employees. Ive been here for a little more than half a year and I...",4.0,4.0,4.0,4.0,4.0,4.0
Thu Jun 15 2017 15:51:58 GMT-0400 (Eastern Daylight Time),,"San Francisco, CA",Current Employee ,Pretty Bad.,I have been working at The RealReal full-time for less than a year,17,"If you're starting out It's a great place to have on your resume to show work experience with a start up. If you must, work there for 6 months(a year if you can last) then get out. Also you get decent medical, dental and vision coverage.","-Extremly unprofessional assistant managers and managers (rude, mean, gossipy, spiteful) EX: reveal sensitive information about employees to another employee to create drama, call employees demeaning names and then say they are joking. I could go on forever.
-Hostile work environment amongst employees and managers
-Terrible HR
-Lack of morale, focus and communication. Basically lack of any leadership
-Career...",,1.0,1.0,1.0,1.0,2.0,1.0
Thu Jun 15 2017 16:14:11 GMT-0400 (Eastern Daylight Time), Customer Returns Specialist,"Secaucus, NJ",Former Employee ,There are better jobs out there save your self.,I worked at The RealReal full-time for more than a year,16,"Free pizza but you'll get tired of it.
You'll meet some amazing people.","I wouldn't be a decent person if I didn't warn the next person about this place. 

There are no words to describe how unprofessional my experience at trr has been! It's worse than high school. I never worked in a more shady/caddy/ and toxic environment than this. 

Dear upper management ..don't be fooled by ""Goals"" being met that doesn't mean employees are happy. Trr has no culture what's so ever. Management...",No advice..You can't help individuals with poor character who put on a show everyday.. and would rather undermine employees because of their own insecurities.,1.0,2.0,1.0,1.0,3.0,1.0
Thu May 18 2017 10:39:31 GMT-0400 (Eastern Daylight Time),,, ,Working at TheRealReal,I worked at The RealReal,1,The work was fufilling,Company culture needs some work,,3.0,,,,,
Fri Jun 09 2017 12:10:51 GMT-0400 (Eastern Daylight Time), Photo Production Assistant,"Secaucus, NJ",Former Employee ,Don't Work Here,I worked at The RealReal full-time for less than a year,11,"There are no Pros with this company. Don't work here unless you're THAT desperate (and believe me, I understand - we've all been there) but still, don't do it to yourself.","Everything is horrible - culture, pay, hours, senior management, even the NJ location is a con. Just don't.",,1.0,1.0,1.0,1.0,1.0,1.0
Sat Jun 03 2017 00:20:45 GMT-0400 (Eastern Daylight Time), Luxury Manager,"San Francisco, CA",Former Employee ,Real Real Shady,I worked at The RealReal full-time for more than 3 years,20,"Being surrounded by beautiful luxury goods and learning about their value, resale value, and the resale marketplace","No transparency between departments and very little communication 
Limited room for growth 
Poor compensation 
Gossipy, catty, negative, unhealthy environment 
Too many egos 
Emotionally driven decisions from upper management
Judged if you actually take any of your PTO days
Poor business practices
Do not care about their consignors 
Very limited benefits","Learn to mentor, stand up for and go to bat for your team. Do not just agree with upper management and walk on egg shells when something is unethical or a poor practice.",1.0,1.0,1.0,1.0,1.0,1.0
Sun May 14 2017 08:05:31 GMT-0400 (Eastern Daylight Time),,,Former Employee ,"Seamingly great potencial killed by bad management hires, toxic longterm employees, and an oblivious executive team.",I worked at The RealReal full-time,9,The salary was very fair.,"Unrealistic production expectations. Management treats staff like school children instead of professional adults. The environment was very disappointing,","You have horrible people leading your teams! You keep hiring new unproductive, pseudo-intelligent, sociopaths to work with the existing ones that managed to stay on your payroll despite having no people skills, poor critical thinking, and a clear lack of knowledge in areas that are essential to their positions. They only care about their agenda and not the betterment of the business.",2.0,2.0,1.0,1.0,3.0,1.0
Thu May 25 2017 19:52:41 GMT-0400 (Eastern Daylight Time),,,Former Employee ,Worst Company Ever . Don't Even Apply (Secaucus),I worked at The RealReal full-time for less than a year,12,Free Food Twice A Week Sadly Every One Gets Sick From The Pizza. That's All & Product Knowledge But If Your Not A Drama Filled Person Who Kisses Management Backside You Will Never Be Promoted & They Will Make Sure Managers Of Other Departments Won't Hire You. Check The RealReal TurnOver Rate It's Horrendous. My First Day The Security Guard Told Me Quit You Look To Innocent For This Place. I Should Have Listened.,High School Environment. Shady Bosses Will Talk About You All Day Even To Other Employees And Other Management. HR Doesn't Do A Thing But Take What You Tell Them And Turn It On You To Find A Way To Fire You. They Write You Up For Anything & Everything They Even Make Things Up. The Managers Are Delusional So Are Most Of The Employees. They Allow Bullying. They Sneak & Do Things Behind The Owner Back & Stage You To...,"All Of Management There Needs Therapy To Figure Out What's Hurting Them Because The Way They Treat People Od Cruel & Unfair. You Blackball People , Use Them & Bribe Them With Smoothies That Get Them Sick. You Need To All Remember You Are Human To And The Way You Treat Your Employees There Is Horrible & While You Act High & Mighty Someone Is Looking At You Like Trash Just How You All Look At The Employees.",1.0,1.0,1.0,1.0,2.0,1.0
Tue May 02 2017 18:14:52 GMT-0400 (Eastern Daylight Time), Merchandising,"San Francisco, CA",Former Employee ,"Secondhand goods, third world reality",I worked at The RealReal full-time for more than a year,14,"-Meeting smart/nice people while they last 

-Learning your self-worth after having the courage to leave or the blessing in disguise of being fired","- Erratic and often times hostile environment, daily gossip, rumors, and conspiracies trickled down from the top keeping everyone (and business) on edge

- Nepotism is very much a part of company culture

- HR exists only to stick up for their incompetent executives and upper-management, avoid at all cost",Respect yourselves and the people around you.,1.0,1.0,1.0,1.0,3.0,1.0
Mon May 01 2017 17:31:10 GMT-0400 (Eastern Daylight Time), Photographer,"Secaucus, NJ",Former Employee ,Do not work here its a Trap!!!!,I worked at The RealReal full-time for less than a year,12,FREE PIZZA thats nice of them.,to many to list read below.,Skip this place do not work here. I was there not even 90days before it all went sideways. My Manger did nothing but cover his own butt. They do not care about you because they will hire any one with a pulse. Bad management all around a very disorganized. Poor time management you will never go home on time they take on more then they can handle. they could save time and money if they pulled more vendor images but...,1.0,1.0,1.0,1.0,1.0,1.0
Mon Mar 20 2017 11:43:18 GMT-0400 (Eastern Daylight Time),,, ,engineer,I have been working at The RealReal,5,nice office and great view,not fair human resources :(,,3.0,3.0,4.0,2.0,3.0,3.0
Mon Feb 20 2017 22:04:35 GMT-0500 (Eastern Standard Time), Receiving,,Former Employee ,"Mixed bag; I don't regret working at the Real Real, but I would not recommend it",I worked at The RealReal full-time for more than a year,10,"-If you're interested in fashion, there are a lot of fun products to look at.
-Free food; I saved so much on groceries while working here
-It's a big company, so you're bound to make at least a few friends that you enjoy spending time with
-Good for people who are individual workers and like alone time
-Lots of opportunities for overtime if you need extra money, overtime doesn't need to be approved
-HR...","-Many people were very snobby and there was a huge divide between the operations teams and the higher up departments. Some of the employees here make you feel like you're trash.
-It's a start up, so everything can be disorganized. There isn't a ton of communication between departments, so your boss's boss probably has no idea of what's actually going on in your department or how to run it.
-Lots of mandatory...","Create a more inclusive environment. Reward people who actually have knowledge of how to do their job, instead of those who just do the job quickly.",3.0,3.0,1.0,3.0,4.0,1.0
Mon Mar 06 2017 09:18:44 GMT-0500 (Eastern Standard Time), Consignor Relations/Customer Service,,Former Employee ,Consignor Relations/ Customer Service,I worked at The RealReal full-time for more than 5 years,0,Good work environment and benefits.,Consignor relations and customer service team were understaffed.,,5.0,3.0,4.0,3.0,4.0,4.0
Mon Feb 13 2017 08:36:28 GMT-0500 (Eastern Standard Time), Assistant Manager,,Current Employee ,TRR Review,I have been working at The RealReal full-time for more than a year,2,Plenty of room and opportunities for growth,Some team members carry a negative attitude toward the company and work,,4.0,3.0,3.0,4.0,4.0,4.0
Mon Feb 06 2017 13:24:35 GMT-0500 (Eastern Standard Time),,,Former Employee ,Luxury Receiver,I worked at The RealReal full-time,0,"Exposure to brands
Pay isn't terrible",You must work at least one weekday of the week,,3.0,3.0,2.0,3.0,4.0,1.0
Sun Jan 29 2017 19:42:05 GMT-0500 (Eastern Standard Time), Copywriter,"Brisbane, CA",Current Employee ,Not the right fit.,I have been working at The RealReal full-time for less than a year,15,Learn a TON about the luxury fashion market. Great supervisors wanting to set you up for success. Easy to move up. Free bagels on Fridays.,"Little warning about overtime hours. Take advantage of your time and will not appreciate you for it. Bad management who doesn't know how to write copy or what it takes to write successful copy, therefore they do not know ways in which to support their team. Only set the people who are rapidly fast up for success. Only care about NUMBERS NUMBERS NUMBERS. Do not care if the copy is horrible as long as you make your...","Care about your employees! Listen to us! Ask our advice! Learn how to sku and what it takes to sku something complex that takes more time. Factor ""room for error"" into the daily goals because life happens and errors occur. Respect respect respect!!!!!!!!!!!!",2.0,1.0,2.0,5.0,2.0,1.0
Wed Dec 28 2016 09:31:14 GMT-0500 (Eastern Standard Time), Warehouse Technician,"Brisbane, CA",Former Employee ,RealReal Bad,I worked at The RealReal full-time for more than 3 years,13,"Great energetic co-workers
Great health benefits program
Rapidly expanding company","Incompetent management. The managers are overpaid for doing nothing in particular.
No internal hiring. Worked there for three years and did not see one time when deserving workers were given meaningful promotions.
They take advantage of people who may not have other good employment options and work them progressively harder until they, hopefully, realize they have no future there.",Appreciate your workers and hire from within to reduce feelings of employment dissatisfaction.,3.0,2.0,3.0,1.0,4.0,1.0
Thu Feb 16 2017 15:37:57 GMT-0500 (Eastern Standard Time), Receiving,"Secaucus, NJ",Current Employee ,Shady Management,I have been working at The RealReal full-time for less than a year,14,Great opportunity to learn all the Luxury designers and product knowledge.,"The management is disgraceful. They have no shame is what they do which is, worrying about if an associate is better dressed than the manager. If they don't like you for you and had nothing to do with your work ethic, they'll make make up anything to make you quit. It's like high school and mean girls the movie in real life. It's really sad that those who you're supposed to look up to do not cat for your best...","Focus on what's important. Stop belittling people because that's not what people are working for, make it a comfortable environment for people to work and do business, save the drama fro the outsiders.",1.0,2.0,1.0,2.0,3.0,1.0
Wed Feb 08 2017 19:13:20 GMT-0500 (Eastern Standard Time), Copywriter,"Brisbane, CA",Current Employee ,Dear Potential Copywriter; There are better opportunities!,I have been working at The RealReal full-time for less than a year,15,"Free bagels on Fridays? Probably the only thing that comes to mind. I definitely learned a lot about luxury fashion and different types of materials and furs, but I'm pretty sure fashion school can teach you that one. 

It might look good on your resume, but it's such a high turnover rate you'd be better getting hands on experience somewhere else where you'll be happier in a warm office rather than a freezing cold...","Managers, HR, anyone in charge DOES NOT LISTEN NOR COMMUNICATE TO THEIR EMPLOYEES! If you've read the reviews, there's a constant trend of bad communication from management. 

1- SO unclear about sick days, PTO any kind of time off. The hand book is unclear and very misleading. If you're sick they use your PTO hours which is little to begin with. Theres not a separate category for sick days. If you have more than 80...","Read these reviews, listen to your employees. Your rate is a 2.8. That doesn't look good. You would want this company to do amazing since they're thriving but the back end isn't as a magical as it looks. Please hire new managers who have experience in their departments, not just managers but leaders that care about their team & their success.",1.0,1.0,1.0,2.0,1.0,1.0
Wed Jan 04 2017 11:03:00 GMT-0500 (Eastern Standard Time),,,Current Employee ,Manager,I have been working at The RealReal full-time,0,Awesome place to work and learn.,Long hours six day work weeks,Promote fro within.,5.0,4.0,5.0,4.0,5.0,5.0
Sun Dec 18 2016 21:24:50 GMT-0500 (Eastern Standard Time),,,Former Employee ,Huge Highs and Huge Lows,I worked at The RealReal full-time for more than 3 years,3,"Great shared company vision; Julie the CEO is an amazing businesswoman who knows what she's doing. Since I was an early employee, I got paid very well and got fantastic stock options. Great health, dental, 401K benefits are apart of the employee package. Lots of perks like sweet treats, catered lunches (on a monthly allowance system), bagels on Fridays, etc. Co-workers in most departments are a joy to work with....","It's a startup, and I learned that means a lot of overtime. It also means a lot of changes. Daily. Weekly. Monthly. It can be an extremely rough learning curve, and a very frustrating one at that. But I learned how a rapidly growing business works: weekly/monthly quotas are key, and the operations departments are driven by these numbers. (Holy stress!)

Depending on when you started/what department you are in,...",,3.0,2.0,4.0,3.0,5.0,3.0
Sun Dec 25 2016 18:23:24 GMT-0500 (Eastern Standard Time), Copywriter,"San Francisco, CA",Former Employee ,All Tea. No Shade.,I worked at The RealReal full-time for more than a year,49,"Honestly/Truly, I wouldn't lie to you. All the pros I can think of are immediately cross-canceled by cons, in this equation.","Chamomile (The First Sip): I held off on writing this review because I didn't want it to be too reactionary. I also don't want to take the energy of 2016 into 2017 (the year of vibrating higher), so that leaves me here and now and still a little petty. It's been exactly 90 days since I voluntarily quit TRR and I've had ample time to honestly assess my experience(s) being an employee for 1 year and 11 months (at...","CEO: If you truly want to be a game changer in the fashion industry, invest in the creative talent, not just the technical talent at your company. There's literally ZERO culture being created by your company. There shouldn't be one stock image (which are relatively expensive to use by the way) on your website with all of the merchandise, the insane backdrop San Francisco offers and with the amount of access to...",1.0,1.0,1.0,1.0,1.0,1.0
Thu Dec 01 2016 10:50:12 GMT-0500 (Eastern Standard Time),,"San Francisco, CA","Marketing Intern in San Francisco, CA",Marketing Intern,I worked at The RealReal for less than a year,1,Amazing office and good food perks,Inconvenient office location and never met the CEO,,4.0,4.0,4.0,4.0,5.0,4.0
Tue Nov 15 2016 13:06:44 GMT-0500 (Eastern Standard Time),,"New York, NY"," in New York, NY",TRR Review,I worked at The RealReal for more than 3 years,0,Challenging day to day with smart people who are dedicated to their careers. Overall the company wants you to succeed and grow (if you want it and earn it).,"Long hours, some management issues (but what company doesn't have that)?",,5.0,3.0,5.0,5.0,4.0,5.0
Wed Oct 19 2016 16:34:17 GMT-0400 (Eastern Daylight Time),,"New York, NY",Former Employee ,Really Frustrating,I worked at The RealReal full-time for more than 3 years,9,"Having gotten in door on day one, I got the opportunity to be involved in many aspects of the company early on; such an experience would be impossible for anyone to have now.","Lack of communication, zero room for growth, preference to hire people from a certain socio-economic background (read: wealthy), absent management.",Things would likely go better if employees were hired and promoted based on work-ethic and track-record rather than how many designers they are wearing and what kind of wealth they were raised with (because that is certainly how it seems).,3.0,3.0,2.0,1.0,3.0,2.0
Thu Nov 10 2016 06:07:45 GMT-0500 (Eastern Standard Time),,, ,The realreal,I worked at The RealReal,4,Good starting Job for photographers,They company sucks. Due to their start-up company they are still growing and learning. So working for a company that doesn't know what they are doing business wise sucks to constantly adjust every time something changes,Stop sucking,2.0,,,,,
Sat Oct 15 2016 14:20:35 GMT-0400 (Eastern Daylight Time),,, ,"company filled w/ snooty trust fund babies, having a high turnover rate",I worked at The RealReal,5,"stock offered to employees
dental/health benefits
site credit
free lunch/breakfast multiple days a week","egos/attitudes
lack of long-term vision
sells items at ridiculous prices
poorly trained customer service reps
other departments have long response time",,2.0,2.0,2.0,3.0,4.0,3.0
